# CH(2601) - H-coefficient matrix
# 2601 values
# READ(unit,*) (CH(i),i=1,2601)
 7.15528120e-07 -7.63679981e-07 -7.15500186e-07 -7.15459313e-07 -7.15399161e-07 -7.15312983e-07 -7.15165254e-07 -7.14858701e-07 -7.14382582e-07
-7.13607800e-07 -7.12377050e-07 -7.10300825e-07 -7.06860448e-07 -7.01420388e-07 -6.93063611e-07 -6.79532139e-07 -6.63270842e-07 -6.41769994e-07
-6.06941637e-07 -5.67254987e-07 -5.22282879e-07 -4.70473751e-07 -4.14388755e-07 -3.53840218e-07 -2.91560381e-07 -2.33727889e-07 -1.88154634e-07
-1.48244615e-07 -1.14444272e-07 -8.53987435e-08 -6.43470333e-08 -4.56539380e-08 -3.26942276e-08 -2.21150989e-08 -1.50875635e-08 -1.03652019e-08
-6.33939388e-09 -3.46859459e-09 -1.70493170e-09 -7.13016572e-10 -2.27726935e-10 -7.40657549e-11 -2.44269562e-11 -8.14546806e-12 -2.74070206e-12
-5.42231753e-13 -1.08693370e-13 -2.20183137e-14 -4.49889022e-15 -5.47402692e-16 -6.72957970e-17  1.49142688e-06 -3.90281313e-07 -1.61431531e-06
-1.49134752e-06 -1.49120973e-06 -1.49097554e-06 -1.49063560e-06 -1.49006119e-06 -1.48907404e-06 -1.48745761e-06 -1.48489081e-06 -1.48056166e-06
-1.47338907e-06 -1.46204838e-06 -1.44462816e-06 -1.41642180e-06 -1.38252570e-06 -1.33770838e-06 -1.26511114e-06 -1.18238754e-06 -1.08864711e-06
-9.80655730e-07 -8.63751857e-07 -7.37544289e-07 -6.07728094e-07 -4.87182021e-07 -3.92189148e-07 -3.09000744e-07 -2.38547359e-07 -1.78004914e-07
-1.34124776e-07 -9.51609333e-08 -6.81477476e-08 -4.60966417e-08 -3.14484678e-08 -2.16051921e-08 -1.32138108e-08 -7.22992635e-09 -3.55375351e-09
-1.48620912e-09 -4.74673171e-10 -1.54382378e-10 -5.09154535e-11 -1.69783820e-11 -5.71270866e-12 -1.13022573e-12 -2.26560028e-13 -4.58948851e-14
-9.37746872e-15 -1.14100396e-15 -1.40271087e-16  1.52106578e-06  1.68212841e-06  4.09944249e-07 -1.75645270e-06 -1.52097046e-06 -1.52073553e-06
-1.52034786e-06 -1.51978995e-06 -1.51877481e-06 -1.51712012e-06 -1.51449942e-06 -1.51008118e-06 -1.50276284e-06 -1.49119345e-06 -1.47342353e-06
-1.44465254e-06 -1.41007905e-06 -1.36436695e-06 -1.29032132e-06 -1.20594808e-06 -1.11033885e-06 -1.00019498e-06 -8.80961299e-07 -7.52238763e-07
-6.19835885e-07 -4.96887979e-07 -4.00002484e-07 -3.15156696e-07 -2.43299681e-07 -1.81551082e-07 -1.36796756e-07 -9.70566781e-08 -6.95053428e-08
-4.70149442e-08 -3.20749578e-08 -2.20355911e-08 -1.34770434e-08 -7.37395328e-09 -3.62454737e-09 -1.51581560e-09 -4.84129008e-10 -1.57457780e-10
-5.19297218e-11 -1.73166017e-11 -5.82650912e-12 -1.15274044e-12 -2.31073221e-13 -4.68091342e-14 -9.56427242e-15 -1.16373329e-15 -1.43065350e-16
 2.98150821e-06  2.98161961e-06  3.02985925e-06  5.50707149e-07 -3.40191479e-06 -2.98116452e-06 -2.98048320e-06 -2.97927252e-06 -2.97725646e-06
-2.97401344e-06 -2.96886903e-06 -2.96020082e-06 -2.94584763e-06 -2.92316158e-06 -2.88832120e-06 -2.83191590e-06 -2.76413769e-06 -2.67452550e-06
-2.52937199e-06 -2.36397499e-06 -2.17655345e-06 -1.96064093e-06 -1.72691069e-06 -1.47458038e-06 -1.21503614e-06 -9.74026455e-07 -7.84106027e-07
-6.17786634e-07 -4.76928629e-07 -3.55885746e-07 -2.68155970e-07 -1.90255412e-07 -1.36247871e-07 -9.21610475e-08 -6.28749313e-08 -4.31952603e-08
-2.64183673e-08 -1.44547867e-08 -7.10501576e-09 -2.97137592e-09 -9.49013288e-10 -3.08656397e-10 -1.01795161e-10 -3.39448415e-11 -1.14214051e-11
-2.25965748e-12 -4.52960874e-13 -9.17575200e-14 -1.87483472e-14 -2.28120596e-15 -2.80443572e-16  5.33941059e-06  5.33959050e-06  5.33971838e-06
 5.46288397e-06  9.45594076e-07 -5.99346507e-06 -5.33838396e-06 -5.33622077e-06 -5.33261638e-06 -5.32678301e-06 -5.31753886e-06 -5.30199406e-06
-5.27626139e-06 -5.23560527e-06 -5.17318158e-06 -5.07213438e-06 -4.95072325e-06 -4.79020869e-06 -4.53021687e-06 -4.23397287e-06 -3.89828536e-06
-3.51157189e-06 -3.09294861e-06 -2.64101390e-06 -2.17616046e-06 -1.74450433e-06 -1.40435137e-06 -1.10646897e-06 -8.54188854e-07 -6.37398304e-07
-4.80272397e-07 -3.40750911e-07 -2.44022354e-07 -1.65062027e-07 -1.12610054e-07 -7.73634273e-08 -4.73157247e-08 -2.58887527e-08 -1.27251939e-08
-5.32177962e-09 -1.69969699e-09 -5.52808151e-10 -1.82316613e-10 -6.07956998e-11 -2.04558995e-11 -4.04707848e-12 -8.11259273e-13 -1.64338996e-13
