# NNN(6,365) - Saha equation data
# 2190 values in column-major order
# READ(unit,*) ((NNN(i,j),i=1,6),j=1,365)
     103312152      140616092      181320182      222224262      263128352       12630000
     629178711       98311802      136715512      173619202      210422892       15790900
     200020001      200320211      207322131      253031421      417657451         513802
     100010001      100010161      119621261       50711872      246445382        4728901
     580158751      591860351       71813142      321968812      106014333        7165000
      96910772      116012242      130714232      153916552      177118872        9888000
     601386081      108812932      148916832      187820722      226624612       13836900
     105712442      144616652      189221182      234425702      279630222       17209000
     100010011      101410621      118414581      204831781      509479731         764404
     200120051      202921001      226926901      368457091       92814872        1503101
     100010001      100110611      177455431      176546012       99718753        8011905
     579758751      591459501      600560591      611461681      622362781       10928900
     100511232      120612752      134214102      147815462      161416822       14122900
     674896701      121814462      167018942      211723412      256527892       18648900
     558857701      583558761      593260591      635969541      796790971         598400
     100310211      110313021      172828201       55311252      215637942        1882203
     200320201      208622331      250530971      410251081      611571211        2844000
     100010001      100210881      207436531      523168101      838999681       11996000
     577758651      591259631      604461351      622563161      640764981       15377000
     103511582      124713242      140014772      155316292      170517812       19042000
     825189211       95210052      106211532      134317202      237934082         814913
     563057761      588160311      631768671      791097651      127817282        1634000
     101110771      126716471      232438081       71914052      262045302        3346001
     200720521      217224081      284439171      551370951       86810262        4513000
     100010001      100210881      207436531      523168101      838999681       16672900
     575458521      591459851      610053201      672674071      843698661       20510900
     402643441      496757481      658274401      833492941      103511532        1048300
     874497931      106011282      119812802      138415142      164717802        1972000
     564058061      604164611      709579551       90410172      112912422        3015500
     100811411      149720221      280936121      441552181      602168241        5135400
     200420781      227025361      281430911      336936471      392542021        6500700
     100010001      100010001      100010001      100010001      100010001       22041300
     822887891      930697831      102610932      121614492      185124742        1035708
     443056011      694982961       96911522      144218572      227326892        2339900
      91610392      113512242      136416942      233429882      364242962        3500000
     560058861      633871081       82410052      123314602      168619132        4728900
     104512901      177025421      375163021      122420462      286036742        7250000
     202321571      241428261      358355061       78310152      124814802        8802800
     538155931      571657911      598067191       89013782      227737172        1300916
     873396771      104411072      118513532      175525872      406763932        2379903
     506569571       87610522      134421682      439092662      182132573        3990006
      95110872      120013232      154921252      345149322      641378942        5350000
     558960371      677779341       95311692      138816082      182720472        6780000
     100010001      100010051      106913911      240147261       90716112        1575411
     550256831      578158781      636585461      151530162       58010303        2762007
      92110362      112412002      133216772      254443722       76512833        4090003
     582082081      103112292      149920212      309750502      720793642        5978900
      97111072      123213982      172625622      463976582      106413633        7500000
     200020011      200720361      211923291      280137141      525575741         433803
     100010001      100110341      135929551       79119282      405274892        3180905
     554657081      581260301       73012702      285363872      129023363        4600005
      96010862      118413212      180836632       90321023      416863253        6090000
     657793361      119515082      195826322      352944302      533162332        8259900
     100110051      104311741      145919971      294345051       69010322         611003
     205822781      279234761      427553061      688994901      136319772        1186701
     100010001      100510821      168744821      130232522       69012813        5121003
     555157161      585662471       82816862       42510013      168423663        6700000
      99411262      123814062      182930402      484766392       84310223        8438900
     924696691      105212282      151219062      240530032      368944512         653900
     190424662      297634542      391743752      482952832      573761912        1280000
     976799291      101110322      105810882      111911502      118112122        2475000
     100010001      100510821      168744821      130232522       69012813        7390000
     555157161      585662471       82816862       42510013      168423663        9200000
     181021172      260333222      430155582      710089242      110213293         681900
     474659872      721284672       98211413      134515623      177919963        1356900
     228327012      308134272      381143862      534563472      734983512        2747000
     971498311       99210032      102610572      108711172      114711782        4324000
     100010001      100510821      168744821      130232522       69012813        9980000
     272835172      425851532      632278322       97212013      146817723         674000
     373954132      743597002      121414713      173920143      229225713        1464900
     323142642      519660272      679975352      824789522       96610363        2930900
     248329302      324234952      373439752      421744582      469949412        4800000
     970698231      990699881      100710152      102410322      104010482        6500000
     717277611       92911652      152620872      295141952      550468122         676400
      71611552      205635512      558281952      115315823      205625293        1649000
     280639822      538369722       87610823      129115003      170919183        3095000
     377150952      616070292      791788382       97610683      116012523        5000000
     264730962      341436462      394042872      463549832      533056782        7300000
     600060321      629270891       86911302      151020222      267534752         743100
     739594821      139921212      309342852      567372412       97112553        1563600
      98417472      265535782      454754842      641973532      828792212        3369000
     328847052      586668342      771785912       94710343      112112093        5300000
     422055132      636770792      779285062      921999322      106411363        7600000
     197023222      274433302      416753952      723799822      139419053         787038
     409453722      686687452      110213823      174322233      286437043        1617902
     262136422      501167232       87911303      138916483      190721673        3064300
      98723522      420363072       87011423      145117913      215925463        5700000
     388854482      666275742      846693572      102511143      120312923        7900000
     199427202      335740022      474957182      708090462      118315403         786000
     279739202      490858232      684582472      104713233      159818733        1704900
     279836622      461857562      720693022      124915873      192522633        3349000
     262136422      501167232       87911303      138916483      190821673        5300000
      98723522      420363072       87011423      145117913      215925463        8300000
     227027622      306233052      356839222      446052912      652382292         763314
     108416342      222428472      353944332      577378932      110314303        1814900
     198724282      293236452      468362702       86511123      136016073        3516000
     279836622      461857562      720693022      124915873      192522633        5600000
     262136422      501167232       87911303      138916483      190721673        7900000
     201620781      231026761      314737361      450555381      692386911         772301
     109415761      247938311       58910042      190937022       68311693        2028903
     897195961      107212972      165021182      260230862      356940532        3682900
     100010001      100410231      108712611      167124841      388460411         939102
     200020021      201620761      223726341      351352061       80812472        1796001
     100510471      122617301      300566361      149924112      332342352        3970000
     403245601      493151431      529654331      559358091      611065171         600000
      99710051      104511541      135016501      208226431      321837921        2050900
     199820071      204521391      229124761      266028451      302932131        3070000
     502665261      755183501      901496201      102410942      117912812         787900
     422848161      512153401      557458941      636270361      794489061        1593000
     100010261      114613921      175221251      249828711      324436181        3421000
     403143241      491856701      649173781      840396751      113013392         981000
     593676641      884697521      105911572      129515012      180322212        1858700
     484470541       91510972      125614082      157017612      199722912        2829900
     630172361      799686381      919797221      102810942      117712832         975000
     438055511      691582151       94510732      121413672      152016732        2150000
     651982921       94610382      113212492      139515462      169718482        3200000
     437347431      498951671      538559501       74710812      169126672        1183910
     705183611       93510092      111614162      222932532      427652992        2160000
     510869921       87410312      123116552      236530712      377744832        3590000
     100010001      100010051      105012781      198535971       65911422        1399507
     461049811      522254261      609088131      168935052       68612253        2455908
     759990901      101911142      129017782      302856642       99414333        3690000
     200020011      200720361      211523021      269434141      459163351         417502
     100010001      100110321      129524961       61014202      291753192        2750004
     473650891      533156051       66810932      232950852       99915303        4000000
     100110041      104111741      146019721      281941411      607785251         569202
     202621931      255331271      384347931      624085761      122417632        1102600
     100010001      100110321      129524961       61014202      291753192        4300000
     791587851      100012192      155119942      254031782      389946932         637900
     118217102      220827002      319036792      416646512      513256072        1223000
      92510012      104710862      112311612      120212472      132814282        2050000
     141320802      291439702      531170262       92712273      162521053         684000
     354454352      724689652      107212643      148517093      193321573        1312900
     209727032      324537052      415446282      510255752      604965222        2298000
     256636022      465759302      749693962      116514243      171520333         687900
     335157222       84511463      147718363      221826083      299933893        1431900
     223725352      280830972      340937362      406844002      473150632        2503900
     703972941       82610822      154822682      327244912      571469372         709900
      75714552      274347322      718897632      123414913      174920063        1614900
     267645462      669890262      115514323      173620673      242528083        2714900
      90613732      184823562      291735332      419949102      565764332         728000
     131318312      227126932      311735452      397644072      483852692        1525900
             0              0              0              0              0              0
             0              0              0              0              0              0
             0              0              0              0              0              0
             0              0              0              0              0              0
             0              0              0              0              0              0
     153421292      288137912      484660322      720187062      101011483        1807000
     254537212      492362292      770592182      107312243      137615273        3104900
     115919651      320746011      607576761       95011642      141817172         832900
     755087211      105913442      173122222      282034722      412247732        1941900
     180223462      289735212      414247632      538460052      662672472        3292000
     200020001      200220141      206422141      257633021      455164681         757403
     100810581      125817401      260641031       66210072      135316982        2148000
     795887491       97711762      156620252      248329422      340038582        3481900
     100010001      100410241      109212891      176827421      444268771         899003
     200020021      201720921      233329881      451475371      127520782        1690301
     100310281      114815371      246138311      519265531      791492761        3747000
     252431921      368440461      433746521      512259221      723389021         578400
     100110071      104611651      146118581      225426511      304734431        1886000
     200120111      205021611      243628031      317035371      390442701        2802900
     232637101      488058571      669074381      816189091       97210632         734200
     286335941      408144471      479351961      571862901      686274341        1462700
     100010251      114013811      175321601      256829751      338337901        3049000
     404043481      494656811      646772781      813490751      101411372         863900
     303147981      618472951      827392621      103711702      131214532        1650000
     313037601      429347901      536260591      689477591      862494881        2529900
     526258801      657372351      784284071      897095741      102711082         900900
     440855541      686481251       93810792      125414792      176321132        1860000
     349054751      699883081       96611302      134216202      197724212        2800000
     405342041      438645621      475751071      587974491      102214572        1045404
     568567471      773485861       94510362      112712182      130914002        1909000
     514269581       86910562      130716652      215327742      351843662        3200000
     100010001      100010091      109515351      291060661      119621482        1212716
     414844131      465649111      538464651       87112232      158019362        2120000
     615475101      867797531      112213462      157618062      203622662        3209900
     200020001      201020501      215623871      283536181      462756261         389300
     100010001      100310371      119016501      269146361       77912412        2510000
     424445601      481750061      516953311      549356551      581759791        3500000
     101210791      135119351      282340571      574580391      111015062         521002
     262638611      504160621      698579371       91010692      129115952        1000000
     100010001      100310351      118416321      264945521       76512182        3700000
      71111992      172323592      312540402      510763182      765791012         558000
     204529582      383647882      582469262      807992692      104911723        1106000
      94712552      148416582      179819212      203621522      227424042        1916900
     295959132      103515693      215527593      335939413      449650223         565000
      79718153      289639443      495159253      686877533      863794813        1085000
     298640242      475053692      596965912      725379692      872094692        2008000
     460693672      158523823      327242303      519661563      709379783         541900
     455480232      114014653      178521013      240927073      299232633        1055000
      46410533      183826893      354443773      518459633      674375243        2320000
     139623042      364860002       96114603      209828633      373446973         549000
     460493692      158523823      327142303      519661563      709279783        1073000
     455480232      114014653      178521013      240927073      299232633        2000000
     131720482      280535692      441254492      676583972      103412583         555000
     139623042      364860002       96114603      209828633      373446973        1089900
     460493682      158523823      327142303      519661563      709279783        2000000
      92915672      222431062      444763802       89612173      159520253         562900
     315059662       97114563      204627093      342541693      490556383        1106900
     269037812      520270372       91111273      133915483      172719093        2000000
     800080571      851699301      127617362      240433032      444958442         568000
     125416052      211828182      375549622      644381732      101112213        1125000
     800080571      851699301      127617362      240433032      444958442        2000000
     240432982      427555202      708489962      112613853      167319843         615900
     534793262      139219123      247730843      371043333      495055893        1210000
     364145232      514756362      604864112      673870372      732276072        2000000
     480767202       89011393      144118243      230028753      354142883         584900
     480767192       89011393      144118243      230028753      354142883        1151900
     480767202       89011393      144118243      230028753      354142883        2000000
     343147532      645887152      115314793      183322063      257729373         593000
     343147532      645887142      115314793      183322063      257729373        1167000
     343147532      645887142      115314793      183322063      257729373        2000000
     222635002      542276772      100312353      145716713      187020703         602000
     222635002      542276772      100312353      145716713      187020703        1180000
     222635002      542276772      100312353      145716713      187020703        2000000
     133715382      209130152      429859382       79410293      129815983         609900
     265934782      497877532      120517733      245032063      400448073        1193000
     265934782      497877532      120517733      245032063      400448073        2000000
     800381111       87510702      147621462      310343462      585475982         618000
     156718872      279244452      678196342      128316243      197823443        1205000
      93517192      364666132      103414613      192624193      293334613        2370000
     100010011      101310651      118613951      169120661      250629971         625000
     200120901      270345231       81714042      223533112      461959862        1217000
     100312561      250851931       91914182      198626022      323638692        2000000
     514664441      759086851       99211442      133315612      182721252         609900
     125924831      438667801       98714112      199727872      380850742        1389900
     323948621      661297271      158626482      426865032       93712843        1900000
     659294081      128016962      222528952      372047062      585171462         700000
      99117882      274638812      520867322       84410313      123314453        1489900
     187427702      343739872      448049452      539358282      625266642        2329900
      65210892      171325762      373552252      705192012      116414343         787900
     192837842      600784802      111113823      165419233      218524383        1620000
      99117872      274638812      520867312       84410313      123314453        2400000
     398981651      130019172      273438022      516168382       88411163         797900
     131429482      523279952      111414623      183422233      262130233        1770000
     192837842      600784792      111113823      165419233      218524383        2500000
     600963001       75910412      150121572      301940972      539168952         787000
      73710852      190731262      464964142       83810503      127315053        1660000
     131429482      523279952      111414623      183422233      262130233        2600000
     110815502      216829732      398752322      672484682      104612673         850000
     168225972      362046562      566766422      757484612       93010103        1700000
      73710852      190731262      464964142       83810503      127315053        2700000
     129117892      239430882      388748292      596173252       89510843         910000
     110815502      216829732      398752322      672484682      104612673        2000000
     168225972      362046562      566766422      757484612       93010103        2800000
     158918512      207523002      254328242      316335762      407246582         900000
      98115462      224930742      401150612      623475412       89910583        1855900
     110815502      216829732      398752322      672484682      104612673        2900000
     203222611      265731251      364042301      494958601      702084731         922000
     120521331      357753801       75310052      130516572      206925452        2050000
     651780821      108814772      195925252      316338622      460853882        3000000
     100010001      100110111      105211851      152122101      341552811        1043002
     200320211      210023021      268834231      480472341      111416912        1875000
     104012871      186129471      458664151       82410072      119013732        3420000
     200420711      222424271      265429161      325637371      442853911         610500
     100010021      101910801      121414641      189525811      358949721        2041900
     200020311      216624611      296337451      489064791       85711212        2979900
     103411711      147819101      244331781      434862751       93113762         741404
     204122231      248227841      311535621      429153941      651976431        1502800
     100210131      106812201      154522671      381665951       95512512        3192900
     400140351      416944121      474851591      564362181      690477231         728700
     106814451      204427341      350744811      586879131      108314772        1667900
     205523051      264830231      345439921      469156001      675281671        2555900
     500950661      518153561      559058941      628968071      748483501         843000
     443756241      696282451       95411012      128615262      182922012        1900000
     336953201      682481011       93810882      127915272      184622442        2700000
     402841621      431544771      463148311      520059491      734896851         930000
     576168741      788387631       96910642      116012552      135014462        2000000
     490265341      812797201      116614322      179622692      285035302        2900000
     100010001      100010031      102311051      133018071      264539391        1074500
     402841621      431544771      463148311      520059491      734996851        2000000
     576168741      788387631       96910642      116012552      135014462        3000000
     200020011      201220591      218124481      296538611      488859141         400000
     100010001      100010031      102311051      133018071      264539401        2200000
     421645151      477449611      511852711      542455761      572958821        3300000
     100010041      105212131      153220271      270435641      460258111         527600
     201221791      258131471      381645781      546365131      777592781        1014400
     100010001      100010031      102311051      133018071      264539391        3400000
     510054491       82710872      142718412      232328712      348341572         690000
     228951571       88513232      183324132      305537492      448152402        1210000
     723989131      103511752      130814352      155416652      177018682        2000000
     620099241      162725772      391457072       80110833      141818023         600000
     620099241      162725772      391457072       80110833      141818023        1200000
     620099251      162725772      391457072       80110833      141818023        2000000
     347877992      129318323      240730533      380546863      570368573         600000
     347877992      129318323      240730533      380546863      570368573        1200000
     347777992      129318323      240730533      380546863      570368573        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     209530092      450866762       96613623      186524763      318839893         600000
     209530092      450866762       96613623      186524763      318839893        1200000
     209530092      450866762       96613623      186524763      318839893        2000000
     893292271       96110042      105311262      126315202      196126432        1125508
     595060251      620865751      713280191       95712292      167623542        2437501
     105513201      180324851      341851341       88416332      296550722        4787101
     204922771      262630421      350941931      494556971      644872001        6447600
     100010001      100010001      100010001      100010001      100010001       39207700
     200020001      200020001      200020001      200020001      200020001       48998100
     403141851      457051681      594071181       92913362      203331152        1452915
     919899541      107211512      124914302      182526232      403762662        2959202
     596862721      684177081       88110342      128317062      239334312        4742501
     112816481      240733751      462068491      116419932      283736822        7744900
     210124681      293634211      391145791      539862151      703178471        9786200
     100010001      100010001      100010001      100010001      100010001       55205700
