  +0.5135 +0.3813  +0.5263 +0.3450  +0.5392 +0.3041  +0.5520 +0.2641
  +0.5648 +0.2292  +0.5777 +0.1901  +0.5905 +0.1461  +0.6034 +0.1126
  +0.6162 +0.0752  +0.6290 +0.0330  +0.6419 -0.0044  +0.6547 -0.0401
  +0.6675 -0.0804  +0.6804 -0.1221  +0.6932 -0.1563  +0.7060 -0.1948
  +0.7189 -0.2382  +0.7317 -0.2731  +0.7446 -0.3098  +0.7574 -0.3512
  +0.7702 -0.3903  +0.7831 -0.4255  +0.7959 -0.4651  +0.8087 -0.5082
  +0.8216 -0.5418  +0.8344 -0.5795  +0.8473 -0.6221  +0.8601 -0.6588
  +0.8729 -0.6949  +0.8858 -0.7354  +0.8986 -0.7762  +0.9114 -0.8108
  +0.9243 -0.8496  +0.9371 -0.8935  +0.9500 -0.9274  +0.9628 -0.9646
  +0.9756 -1.0063  +0.9885 -1.0446  +1.0013 -1.0801  +1.0141 -1.1200
  +1.0270 -1.1623  +1.0398 -1.1963  +1.0527 -1.2345  +1.0655 -1.2775
  +1.0783 -1.3132  +1.0912 -1.3496  +1.1040 -1.3906  +1.1168 -1.4305
  +1.1297 -1.4655  +1.1425 -1.5046  +1.1554 -1.5484  +1.1682 -1.5819
  +1.1810 -1.6194  +1.1939 -1.6617  +1.2067 -1.6990  +1.2195 -1.7347
  +1.2324 -1.7749  +1.2452 -1.8164  +1.2580 -1.8508  +1.2709 -1.8891
  +1.2837 -1.9329  +1.2966 -1.9674  +1.3094 -2.0043  +1.3222 -2.0458
  +1.3351 -2.0848  +1.3479 -2.1200  +1.3607 -2.1596  +1.3719 -2.1984
   3   208   108
  +0.0000 +0.8719  +0.0128 +0.9324  +0.0257 +0.9905  +0.0385 +1.0069
  +0.0514 +0.9961  +0.0642 +0.9879  +0.0770 +1.0026  +0.0899 +1.0406
  +0.1027 +1.0726  +0.1155 +1.0788  +0.1284 +1.0737  +0.1412 +1.0693
  +0.1540 +1.0686  +0.1669 +1.0693  +0.1797 +1.0697  +0.1926 +1.0704
  +0.2054 +1.0715  +0.2182 +1.0719  +0.2311 +1.0708  +0.2439 +1.0704
  +0.2567 +1.0678  +0.2696 +1.0618  +0.2824 +1.0580  +0.2953 +1.0558
  +0.3081 +1.0512  +0.3209 +1.0473  +0.3338 +1.0477  +0.3466 +1.0484
  +0.3594 +1.0465  +0.3723 +1.0426  +0.3851 +1.0370  +0.3980 +1.0306
  +0.4108 +1.0233  +0.4236 +1.0162  +0.4365 +1.0082  +0.4493 +1.0000
  +0.4621 +0.9914  +0.4750 +0.9824  +0.4878 +0.9729  +0.5007 +0.9629
  +0.5135 +0.9528  +0.5263 +0.9458  +0.5392 +0.9385  +0.5520 +0.9307
  +0.5648 +0.9227  +0.5777 +0.9142  +0.5905 +0.8839  +0.6033 +0.8471
  +0.6162 +0.8056  +0.6290 +0.7666  +0.6419 +0.7314  +0.6547 +0.6919
  +0.6675 +0.6488  +0.6804 +0.6151  +0.6932 +0.5773  +0.7060 +0.5347
  +0.7189 +0.4982  +0.7317 +0.4619  +0.7446 +0.4213  +0.7574 +0.3806
  +0.7702 +0.3460  +0.7831 +0.3073  +0.7959 +0.2632  +0.8087 +0.2294
  +0.8216 +0.1923  +0.8344 +0.1504  +0.8473 +0.1123  +0.8601 +0.0766
  +0.8729 +0.0370  +0.8858 -0.0052  +0.8986 -0.0393  +0.9114 -0.0775
  +0.9243 -0.1207  +0.9371 -0.1562  +0.9500 -0.1927  +0.9628 -0.2338
  +0.9756 -0.2735  +0.9885 -0.3085  +1.0013 -0.3478  +1.0141 -0.3914
  +1.0270 -0.4249  +1.0398 -0.4624  +1.0527 -0.5047  +1.0655 -0.5420
  +1.0783 -0.5779  +1.0912 -0.6182  +1.1040 -0.6596  +1.1168 -0.6940
  +1.1297 -0.7326  +1.1425 -0.7762  +1.1554 -0.8105  +1.1682 -0.8474
  +1.1810 -0.8891  +1.1939 -0.9278  +1.2067 -0.9630  +1.2195 -1.0027
  +1.2324 -1.0456  +1.2452 -1.0794  +1.2580 -1.1172  +1.2709 -1.1600
  +1.2837 -1.1963  +1.2966 -1.2325  +1.3094 -1.2733  +1.3222 -1.3137
  +1.3351 -1.3484  +1.3479 -1.3874  +1.3607 -1.4314  +1.3609 -1.4320
   4   209   109
  +0.0000 -0.8502  +0.0128 -0.8811  +0.0257 -0.9179  +0.0385 -0.9834
  +0.0513 -1.0697  +0.0642 -1.1393  +0.0770 -1.0779  +0.0899 -0.7833
  +0.1027 -0.5351  +0.1155 -0.4633  +0.1284 -0.5642  +0.1412 -0.7447
  +0.1540 -0.7675  +0.1669 -0.6396  +0.1797 -0.5728  +0.1926 -0.5947
  +0.2054 -0.6289  +0.2182 -0.6394  +0.2311 -0.6381  +0.2439 -0.6280
  +0.2567 -0.6220  +0.2696 -0.6332  +0.2824 -0.6440  +0.2953 -0.6436
  +0.3081 -0.6426  +0.3209 -0.6447  +0.3338 -0.6469  +0.3466 -0.6499
  +0.3594 -0.6548  +0.3723 -0.6600  +0.3851 -0.6647  +0.3980 -0.6700
  +0.4108 -0.6753  +0.4236 -0.6807  +0.4365 -0.6866  +0.4493 -0.6925
  +0.4621 -0.6990  +0.4750 -0.7055  +0.4878 -0.7124  +0.5007 -0.7196
  +0.5135 -0.7272  +0.5263 -0.7349  +0.5392 -0.7433  +0.5520 -0.7520
  +0.5648 -0.7680  +0.5777 -0.8024  +0.5905 -0.8410  +0.6033 -0.8847
  +0.6162 -0.9194  +0.6290 -0.9562  +0.6419 -0.9978  +0.6547 -1.0364
  +0.6675 -1.0718  +0.6804 -1.1115  +0.6932 -1.1541  +0.7060 -1.1880
  +0.7189 -1.2260  +0.7317 -1.2688  +0.7446 -1.3050  +0.7574 -1.3412
  +0.7702 -1.3821  +0.7831 -1.4224  +0.7959 -1.4572  +0.8087 -1.4961
  +0.8216 -1.5402  +0.8344 -1.5737  +0.8473 -1.6108  +0.8601 -1.6529
  +0.8729 -1.6906  +0.8858 -1.7263  +0.8986 -1.7665  +0.9114 -1.8083
  +0.9243 -1.8425  +0.9371 -1.8807  +0.9500 -1.9241  +0.9628 -1.9594
  +0.9756 -1.9961  +0.9885 -2.0372  +1.0013 -2.0765  +1.0141 -2.1117
  +1.0270 -2.1511  +1.0398 -2.1944  +1.0527 -2.2280  +1.0655 -2.2658
  +1.0783 -2.3082  +1.0912 -2.3451  +1.1040 -2.3811  +1.1168 -2.4216
  +1.1297 -2.4626  +1.1425 -2.4970  +1.1553 -2.5358  +1.1682 -2.5795
  +1.1810 -2.6137  +1.1939 -2.6507  +1.2067 -2.6925  +1.2195 -2.7310
  +1.2324 -2.7662  +1.2452 -2.8060  +1.2580 -2.8486  +1.2709 -2.8827
  +1.2837 -2.9205  +1.2966 -2.9638  +1.3094 -2.9996  +1.3222 -3.0358
  +1.3351 -3.0767  +1.3479 -3.1167  +1.3607 -3.1516  +1.3736 -3.1907
  +1.3861 -3.2340
   5   211   111
  +0.0000 +0.7263  +0.0128 +0.8013  +0.0257 +0.9390  +0.0385 +1.0318
  +0.0513 +1.0048  +0.0642 +0.9272  +0.0770 +0.9423  +0.0899 +0.9625
  +0.1027 +0.9362  +0.1155 +0.9143  +0.1284 +0.9156  +0.1412 +0.9225
  +0.1540 +0.9426  +0.1669 +0.9858  +0.1797 +1.0195  +0.1926 +1.0306
  +0.2054 +1.0318  +0.2182 +1.0249  +0.2311 +1.0191  +0.2439 +1.0212
  +0.2567 +1.0290  +0.2696 +1.0342  +0.2824 +1.0330  +0.2953 +1.0290
  +0.3081 +1.0278  +0.3209 +1.0278  +0.3338 +1.0257  +0.3466 +1.0191
  +0.3594 +1.0048  +0.3723 +0.9785  +0.3851 +0.9433  +0.3980 +0.9045
  +0.4108 +0.8662  +0.4236 +0.8277  +0.4365 +0.7868  +0.4493 +0.7467
  +0.4621 +0.7118  +0.4750 +0.6727  +0.4878 +0.6288  +0.5007 +0.5954
  +0.5135 +0.5580  +0.5263 +0.5159  +0.5392 +0.4783  +0.5520 +0.4425
  +0.5648 +0.4023  +0.5777 +0.3606  +0.5905 +0.3263  +0.6033 +0.2878
  +0.6162 +0.2445  +0.6290 +0.2095  +0.6419 +0.1729  +0.6547 +0.1313
  +0.6675 +0.0924  +0.6804 +0.0573  +0.6932 +0.0179  +0.7060 -0.0254
  +0.7189 -0.0591  +0.7317 -0.0969  +0.7446 -0.1395  +0.7574 -0.1761
  +0.7702 -0.2122  +0.7831 -0.2527  +0.7959 -0.2935  +0.8087 -0.3281
  +0.8216 -0.3669  +0.8344 -0.4109  +0.8473 -0.4448  +0.8601 -0.4817
  +0.8729 -0.5236  +0.8858 -0.5618  +0.8986 -0.5974  +0.9114 -0.6373
  +0.9243 -0.6796  +0.9371 -0.7135  +0.9500 -0.7515  +0.9628 -0.7948
  +0.9756 -0.8303  +0.9885 -0.8668  +1.0013 -0.9080  +1.0141 -0.9477
  +1.0270 -0.9825  +1.0398 -1.0219  +1.0527 -1.0656  +1.0655 -1.0991
  +1.0783 -1.1366  +1.0912 -1.1789  +1.1040 -1.2162  +1.1168 -1.2520
  +1.1297 -1.2923  +1.1425 -1.3338  +1.1553 -1.3680  +1.1682 -1.4066
  +1.1810 -1.4501  +1.1939 -1.4847  +1.2067 -1.5216  +1.2195 -1.5630
  +1.2324 -1.6021  +1.2452 -1.6373  +1.2580 -1.6770  +1.2709 -1.7199
  +1.2837 -1.7537  +1.2966 -1.7913  +1.3094 -1.8342  +1.3222 -1.8703
  +1.3351 -1.9066  +1.3479 -1.9473  +1.3607 -1.9880  +1.3736 -2.0226
  +1.3864 -2.0615  +1.3993 -2.1056  +1.3995 -2.1066
   6   211   111
  +0.0000 +0.1133  +0.0128 +0.3831  +0.0257 +0.9133  +0.0385 +1.2704
  +0.0513 +1.2393  +0.0642 +0.8603  +0.0770 +0.4556  +0.0899 +0.2373
  +0.1027 +0.1245  +0.1155 +0.3773  +0.1284 +0.4904  +0.1412 +0.4527
  +0.1540 +0.4717  +0.1669 +0.5002  +0.1797 +0.5739  +0.1926 +0.7043
  +0.2054 +0.8005  +0.2182 +0.8254  +0.2311 +0.8211  +0.2439 +0.8452
  +0.2567 +0.8963  +0.2696 +0.9320  +0.2824 +0.9424  +0.2953 +0.9371
  +0.3081 +0.9238  +0.3209 +0.9171  +0.3338 +0.9213  +0.3466 +0.9292
  +0.3594 +0.9284  +0.3723 +0.9119  +0.3851 +0.8813  +0.3980 +0.8435
  +0.4108 +0.8048  +0.4236 +0.7670  +0.4365 +0.7272  +0.4493 +0.6831
  +0.4621 +0.6496  +0.4750 +0.6124  +0.4878 +0.5704  +0.5007 +0.5325
  +0.5135 +0.4969  +0.5263 +0.4568  +0.5392 +0.4148  +0.5520 +0.3808
  +0.5648 +0.3424  +0.5777 +0.2993  +0.5905 +0.2639  +0.6033 +0.2274
  +0.6162 +0.1861  +0.6290 +0.1467  +0.6419 +0.1116  +0.6547 +0.0722
  +0.6675 +0.0286  +0.6804 -0.0048  +0.6932 -0.0424  +0.7060 -0.0848
  +0.7189 -0.1218  +0.7317 -0.1577  +0.7446 -0.1982  +0.7574 -0.2393
  +0.7702 -0.2738  +0.7831 -0.3124  +0.7959 -0.3562  +0.8087 -0.3904
  +0.8216 -0.4274  +0.8344 -0.4690  +0.8473 -0.5077  +0.8601 -0.5430
  +0.8729 -0.5827  +0.8858 -0.6253  +0.8986 -0.6592  +0.9114 -0.6970
  +0.9243 -0.7399  +0.9371 -0.7760  +0.9500 -0.8125  +0.9628 -0.8533
  +0.9756 -0.8935  +0.9885 -0.9285  +1.0013 -0.9674  +1.0141 -1.0114
  +1.0270 -1.0448  +1.0398 -1.0821  +1.0527 -1.1242  +1.0655 -1.1619
  +1.0783 -1.1976  +1.0912 -1.2377  +1.1040 -1.2795  +1.1168 -1.3137
  +1.1297 -1.3520  +1.1425 -1.3954  +1.1553 -1.4304  +1.1682 -1.4671
  +1.1810 -1.5084  +1.1939 -1.5478  +1.2067 -1.5829  +1.2195 -1.6223
  +1.2324 -1.6655  +1.2452 -1.6992  +1.2580 -1.7368  +1.2709 -1.7794
  +1.2837 -1.8162  +1.2966 -1.8523  +1.3094 -1.8928  +1.3222 -1.9337
  +1.3351 -1.9682  +1.3479 -2.0070  +1.3607 -2.0508  +1.3736 -2.0849
  +1.3864 -2.1219  +1.3993 -2.1636  +1.4049 -2.1838
   7   205   105
  +0.0772 +0.8429  +0.0901 +0.9301  +0.1029 +0.9998  +0.1157 +0.9943
