  +0.2433 +0.9421  +0.2561 +0.9298  +0.2690 +0.9305  +0.2818 +0.9428
  +0.2946 +0.9462  +0.3075 +0.9480  +0.3203 +0.9565  +0.3331 +0.9706
  +0.3460 +0.9806  +0.3588 +0.9849  +0.3717 +0.9906  +0.3845 +0.9924
  +0.3973 +0.9910  +0.4102 +0.9934  +0.4230 +0.9975  +0.4358 +1.0009
  +0.4487 +1.0039  +0.4615 +1.0065  +0.4744 +1.0095  +0.4872 +1.0120
  +0.5000 +1.0149  +0.5129 +1.0183  +0.5257 +1.0212  +0.5385 +1.0245
  +0.5514 +1.0273  +0.5642 +1.0294  +0.5771 +1.0298  +0.5889 +1.0302
  16   131    31
  +0.0135 +0.3784  +0.0264 +0.3724  +0.0392 +0.3925  +0.0521 +0.6286
  +0.0649 +0.9792  +0.0777 +1.3330  +0.0906 +1.5023  +0.1034 +1.3764
  +0.1162 +1.1392  +0.1291 +1.0722  +0.1419 +1.0531  +0.1548 +1.0785
  +0.1676 +1.1345  +0.1804 +1.0697  +0.1933 +0.9263  +0.2061 +0.8727
  +0.2189 +0.9276  +0.2318 +0.9432  +0.2446 +0.8907  +0.2575 +0.8818
  +0.2703 +0.9055  +0.2831 +0.8917  +0.2960 +0.8664  +0.3088 +0.8695
  +0.3216 +0.8865  +0.3345 +0.9033  +0.3473 +0.9066  +0.3602 +0.8932
  +0.3730 +0.8880  +0.3858 +0.8920  +0.3881 +0.8928
  17   137    37
  +0.1456 +0.9590  +0.1584 +1.0892  +0.1712 +1.1664  +0.1841 +1.1449
  +0.1969 +1.0565  +0.2097 +1.0149  +0.2226 +0.9468  +0.2354 +0.9496
  +0.2483 +0.9872  +0.2611 +1.0565  +0.2739 +1.1261  +0.2868 +1.0896
  +0.2996 +1.0322  +0.3124 +1.0191  +0.3253 +0.9928  +0.3381 +0.9565
  +0.3509 +0.9407  +0.3638 +0.9355  +0.3766 +0.9311  +0.3895 +0.9333
  +0.4023 +0.9417  +0.4151 +0.9483  +0.4280 +0.9523  +0.4408 +0.9544
  +0.4536 +0.9558  +0.4665 +0.9583  +0.4793 +0.9610  +0.4922 +0.9629
  +0.5050 +0.9639  +0.5178 +0.9645  +0.5307 +0.9651  +0.5435 +0.9657
  +0.5563 +0.9662  +0.5692 +0.9668  +0.5820 +0.9675  +0.5949 +0.9681
  +0.6021 +0.9685
  18   149    49
  -0.0127 +1.8457  +0.0001 +2.1345  +0.0129 +2.2403  +0.0258 +2.0645
  +0.0386 +1.7016  +0.0514 +1.4398  +0.0643 +1.3485  +0.0771 +1.2960
  +0.0899 +1.2355  +0.1028 +1.1688  +0.1156 +1.1065  +0.1285 +1.0795
  +0.1413 +1.1547  +0.1541 +1.2433  +0.1670 +1.2159  +0.1798 +1.0892
  +0.1926 +0.9662  +0.2055 +0.8901  +0.2183 +0.8359  +0.2312 +0.7920
  +0.2440 +0.7787  +0.2568 +0.7965  +0.2697 +0.8256  +0.2825 +0.8327
  +0.2953 +0.7705  +0.3082 +0.6858  +0.3210 +0.6404  +0.3339 +0.5886
  +0.3467 +0.5348  +0.3595 +0.6129  +0.3724 +0.7301  +0.3852 +0.7584
  +0.3980 +0.8106  +0.4109 +0.9108  +0.4237 +1.0228  +0.4366 +1.0261
  +0.4494 +0.9182  +0.4622 +0.9128  +0.4751 +0.9491  +0.4879 +0.9353
  +0.5007 +0.9743  +0.5136 +1.0216  +0.5264 +0.9184  +0.5393 +0.6663
  +0.5521 +0.2373  +0.5649 +0.6930  +0.5778 +0.6175  +0.5906 +0.1770
  +0.6024 +0.1685
  19   148    48
  +0.0142 +1.2460  +0.0271 +1.5281  +0.0399 +1.5401  +0.0527 +1.2243
  +0.0656 +0.8547  +0.0784 +1.1614  +0.0913 +1.4428  +0.1041 +1.3877
  +0.1169 +1.0813  +0.1298 +0.8996  +0.1426 +0.9376  +0.1554 +0.9856
  +0.1683 +1.1723  +0.1811 +1.2817  +0.1940 +1.1864  +0.2068 +0.9980
  +0.2196 +0.9273  +0.2325 +0.9281  +0.2453 +0.9031  +0.2581 +0.8758
  +0.2710 +0.8867  +0.2838 +0.9182  +0.2966 +0.9205  +0.3095 +0.9053
  +0.3223 +0.9077  +0.3352 +0.9242  +0.3480 +0.9392  +0.3608 +0.9446
  +0.3737 +0.9481  +0.3865 +0.9607  +0.3993 +0.9718  +0.4122 +0.9714
  +0.4250 +0.9677  +0.4379 +0.9677  +0.4507 +0.9698  +0.4635 +0.9721
